,isbn,name,author,publisher,date
0,9789867475909,秋葉原@DEEP,石田衣良著(ISHIDA Ira)著; 劉名揚譯,木馬文化,95/04
1,9789866562327,清晨的加斯巴,筒井康隆著; 王華懋譯,獨步文化,98/11
2,9789575645250,橫濱車站SF,柞刈湯葉作; 林哲逸譯,臺灣角川,107/10
3,9789575649777,橫濱車站SF(全國版),柞刈湯葉作; 林哲逸譯,臺灣角川,108/05
4,9789579447669,華龍之宮,上田早夕里著; 邱香凝譯,獨步文化,109/04
5,9789861747965,圖書館戰爭,有川浩作; 黃真芳譯,臺灣國際角川,97/08
6,9789869475495,軌道之雲,藤井太洋著; 王華懋譯,獨步文化,106/09
7,9789869475495,軌道之雲,藤井太洋著; 王華懋譯,獨步文化,106/09
8,9789866026768,和諧,伊藤計劃著; 高詹燦譯,繆思,103/06
9,9789571019635,機動戰士Z Gundam(小說版),富野由悠季小說; 美樹本晴彥作畫; 劉文兆譯,尖端,88/05
10,9789571020259,機動戰士Z Gundam(小說版),富野由悠季小說; 美樹本晴彥作畫; 劉文兆譯,尖端,88/08
11,9789571026831,機動戰士Z Gundam(小說版),富野由悠季小說; K.K.譯,尖端,92/06
12,9789571027111,機動戰士Z Gundam(小說版),富野由悠季小說; K.K.譯,尖端,93/01
13,9789571027128,機動戰士Z Gundam(小說版),富野由悠季小說; K.K.譯,尖端,93/01
14,9789571014906,機動戰士Gundam 0083,山口宏著; 川元利浩作畫; Yoko譯,尖端,87/05
15,9789571017204,機動戰士Gundam 0083,"山口宏小說; 川元利浩,カトキハジメ,佐野浩敏作畫; Yoko譯",尖端,87/10
16,9789571019376,機動戰士Gundam 0083,"山口宏小說; 川元利浩,カトキハジメ,佐野浩敏作畫; Yoko譯",尖端,88/05
17,9789571021027,鋼彈前哨戰: 愛莉絲的懺悔,高橋昌也小說; かときはじめ作畫; 許嘉祥譯,尖端,88/12
18,9789571021034,鋼彈前哨戰: 愛莉絲的懺悔,高橋昌也小說; かときはじめ作畫; 許嘉祥譯,尖端,88/12
19,9789863374565,"NO GAME NO LIFE遊戲人生. 3, 遊戲玩家兄妹的另一半似乎消失了......?",榎宮祐作; 林憲權譯,東立,102/10
20,9789863480945,"NO GAME NO LIFE遊戲人生. 4, 遊戲玩家兄妹遭遇現實戀愛遊戲而逃之夭夭了",榎宮祐作; 林憲權譯,東立,103/01
21,9789863487159,NO GAME NO LIFE遊戲人生: 遊戲玩家兄妹似乎討厭繼承破關紀錄,榎宮祐作; 林憲權譯,東立,103/04
22,9789864622719,"NO GAME NO LIFE遊戲人生. 7, 聽說遊戲玩家兄妹要巔覆定理",櫌宮祐作; 林憲權譯,東立,104/11
23,9789864824267,"NO GAME NO LIFE遊戲人生. 9, 聽說遊戲玩家兄妹要休息一回合",櫌宮祐作; 林憲權譯,東立,106/01
24,9789571013282,機動戰士,富野由悠季原作; 美樹本晴彥作畫; 許嘉祥譯,尖端,86/11
25,9789571014500,機動戰士,富野由悠季原作; 美樹本晴彥作畫; 許嘉祥譯,尖端,87/03
26,4719863045238,error,error,error,error
27,4719863046648,error,error,error,error
28,1920193005400,error,error,error,error
29,9789571343891,戰廢品,哈金著; 季思聰譯,時報文化,94/11
30,9789571341644,達文西密碼,丹.布朗著; 尤傳莉譯,時報文化,93/08
31,9789867475800,電子之星: 池袋西口公園. IV,石田衣良著; 劉名揚譯,木馬文化,95/01
32,9789577336880,家畜人鴉俘. I,沼正三著; 陳苑瑜譯,新雨,91/01
33,9789577337139,家畜人鴉俘. II,沼正三著; 黃瑾瑜譯,新雨,91/07
34,9789575744755,最後的地球人,星新一作; 李雀美譯; 劉伯樂繪圖,幼獅,93/04
35,9789861247816,別讓我走,石黑一雄(Kazuo Ishiguro)著; 張淑貞譯,商周,95/12
36,9789869435192,神也鬥不過愚蠢= The Gods themselves,以撒艾西莫夫(Isaac Asimov)著; 陳宗琛譯,鸚鵡螺文化,110/10
37,9789576217005,正子人,"艾西莫夫(Isaac Asimov), 席維伯格(Robert Silverberg)著; 葉李華譯",天下遠見,89/06
38,9789576218217,醜小孩,"艾西莫夫(Isaac Asimov),席維伯格(Robert Silverberg)著; 葉李華譯",天下遠見,90/02
39,9789867001030,"我,機器人",艾西莫夫(Isaac Asimov)著; 葉李華譯,貓頭鷹,95/06
40,9789862620038,機器人與帝國: 機器人系列完結篇,艾西莫夫(Isaac Asimov)著; 蔡心語譯,貓頭鷹,99/02
41,9789576217739,夜幕低垂,"艾西莫夫(Isaac Asimov),席維伯格(Robert Silverberg)著; 駱香潔,葉 李華譯",天下遠見,89/11
42,9789866651342,鋼穴,艾西莫夫(Isaac Asimov)著; 蔡心語譯,貓頭鷹,97/09
43,9789866651588,裸陽,艾西莫夫(Isaac Asimov)著; 蔡心語譯,貓頭鷹,98/03
44,9789866651694,曙光中的機器人,艾西莫夫(Isaac Asimov)著; 蔡心語譯,貓頭鷹,98/07
45,9789576218439,4=71,"海萊因(Robert A. Heinlein)著; 吳鴻,葉李華譯",天下遠見,90/04
46,9789867782946,夏之門,海萊因(Robert Anson Heinlein)作; 吳鴻譯,麥田,92/05
47,9789861731087,銀河公民,海萊因(Robert A. Heinlein)著; 吳鴻譯,麥田,95/07
48,9789576217760,滾石家族遊太空,"海萊因(Robert A. Heinlein)著; 吳鴻,葉李華譯",天下遠見,89/11
49,9789574505180,拉瑪真相,"亞瑟.克拉克(Arthur C. Clarke), 簡崔.李(Gentry Lee)著; 胡瑛譯",小知堂,95/12
